Image,Segmentation,Transcription,Threshold
a01-102u-02,ok,anybody supporting the increased charges is a,169
a01-102u-03,ok,"wicked, old -."" Mr. Brown went on: ""We",170
a01-102u-04,ok,are dealing with a noble edifice which,169
a01-102u-05,ok,needs an imaginative architect to improve,169
a01-102u-06,ok,"it, but it has got a quantity surveyor. We",169
a01-102u-07,ok,have descended from the real problems to,169
a01-102u-08,ok,fiddling about with bills of cost.,170
a01-107-00,ok,"We believe that a comprehensive medical service, free to the patient",191
a01-107-01,ok,at the point of need and with one standard for all sick,191
a01-107-02,err,"people, is good and attainable. ""We remain for it. But the Tories",191
a01-107-03,err,"never were."" Interrupted by angry Tories, Mr. Brown retorted:",191
a01-107-04,ok,"""The jackals bay when there is nothing better they can do.""",182
a01-107u-00,ok,"""We believe that a comprehensive medical",174
a01-107u-01,err,"service, free to the patient at the point",173
a01-107u-02,ok,of need and with one standard for all,174
a01-107u-03,ok,"sick people, is good and attainable.",174
a01-107u-04,ok,"""We remain for it. But the Tories",175
a01-107u-05,ok,"never were."" Interrupted by angry Tories,",176
a01-107u-06,ok,"Mr. Brown retorted: ""The jackals bay",175
a01-107u-07,ok,"when there is nothing better they can do.""",177
a01-113-00,ok,He told them that their conception of social services was wholly,191
a01-113-01,ok,different - fundamentally different from that of Labour. They,191
a01-113-02,ok,would provide an ambulance service for the absolutely,191
a01-113-03,ok,wretched - but it would not be too comfortable nor too easy to,191
a01-113-04,ok,get. Answering jeers that it was Labour which first put a,191
a01-113-05,ok,"ceiling on health spending and started charges, Mr. Brown",191
a01-113-06,ok,reminded the hostile Government benches that was,191
a01-113-07,ok,done in 1950 because of the financial strain of,191
a01-113-08,ok,the Korean war.,191
a01-113u-00,ok,He told them that their conception of social,172
a01-113u-01,ok,services was wholly different - fundamentally,174
a01-113u-02,ok,different from that of Labour. They would,176
a01-113u-03,ok,provide an ambulance service for the absolutely,176
a01-113u-04,ok,wretched - but it would not be too comfortable,174
a01-113u-05,ok,nor too easy to get. Answering jeers that,176
a01-113u-06,ok,it was Labour which first put a ceiling,176
a01-113u-07,ok,"on health spending and started charges, Mr.",178
a01-113u-08,ok,Brown reminded the hostile Government benches,177
a01-113u-09,ok,that was done in 1950 because of the financial,179
a01-113u-10,ok,strain of the Korean war.,178
a01-117-00,err,"In fact, the Tories made it worse now for the sick and",175
a01-117-01,ok,needy than Labour had to make it in 1950. And,175
a01-117-02,ok,"as a percentage of social service expenditure,",175
a01-117-03,ok,health had fallen from 28.5 to 23.1 per cent.,175
a01-117-04,ok,Then Mr. Brown swung his attack directly to the,175
a01-117-05,ok,unsmiling Mr. Powell. He demanded that instead,160
a01-117-06,ok,of taking it out of the patients Mr. Powell should,162
a01-117-07,ok,take ruthless action against the drug making,175
a01-117-08,ok,"industry, whose profits had risen by up to 400",160
a01-117-09,ok,per cent. in the last eight years.,162
a01-117u-00,ok,"In fact, the Tories made it worse now",170
a01-117u-01,ok,for the sick and needy than Labour had,172
a01-117u-02,ok,to make it in 1950. And as a percentage,170
a01-117u-03,ok,"of social service expenditure, health had",171
a01-117u-04,ok,fallen from 28.5 to 23.1 per cent. Then,170
a01-117u-05,ok,Mr. Brown swung his attack directly to,171
a01-117u-06,ok,the unsmiling Mr. Powell. He demanded,172
a01-117u-07,ok,that instead of taking it out of the,171
a01-117u-08,ok,patients Mr. Powell should take ruthless,169
a01-117u-09,ok,"action against the drug making industry, #",171
a01-117u-10,ok,whose profits had risen by up to 400 per,170
a01-122-00,err,"""Mr. Powell finds it easier to take it out of mothers,",161
a01-122-01,ok,children and sick people than to take on this vast,161
a01-122-02,ok,"industry,"" Mr. Brown commented icily. ""Let us have a",161
a01-122-03,ok,full inquiry into the cost of drugs and the pharmaceutical,161
a01-122-04,ok,"industry."" The health of children today owed much",161
a01-122-05,ok,to the welfare food scheme. It was maintained,161
a01-122-06,err,during the war. Now in conditions of Tory,161
a01-122-07,ok,affluence it seemed it could not be carried on.,161
a01-122u-00,ok,"""Mr. Powell finds it easier to take it out",167
a01-122u-01,ok,"of mothers, children and sick people than",171
a01-122u-02,ok,"to take on this vast industry,"" Mr.",169
a01-122u-03,ok,"Brown commented icily. ""Let us have a",173
a01-122u-04,ok,full inquiry into the cost of drugs and,170
a01-122u-05,ok,"the pharmaceutical industry."" The health",173
a01-122u-06,ok,of children today owed much to the welfare,172
a01-122u-07,ok,food scheme. It was maintained during,174
a01-122u-08,ok,the war. Now in conditions of Tory,171
a01-122u-09,ok,affluence it seemed it could not be,171
a01-122u-10,ok,carried on.,173
a01-128-00,ok,When Mr. Brown sat down Labour M Ps cheered for,160
a01-128-01,ok,a full minute - and even his bitterest opponents,160
a01-128-02,err,on defence joined in. Mr. Powell devoted half his speech,160
a01-128-03,err,"to giving details of plans for improving the hospital service,",160
a01-128-04,ok,on which indeed the Government is making progress.,160
a01-128-05,ok,His basic defence of the Health Service cuts was that,160
a01-128-06,ok,"""even after the proposed changes the net cost of the",160
a01-128-07,err,service to the Exchequer will have increased over,160
a01-128-08,ok,three years by 20 per cent.,160
a01-128u-00,ok,When Mr. Brown sat down Labour M Ps,173
a01-128u-01,ok,cheered for a full minute - and even his,175
a01-128u-02,ok,bitterest opponents on defence joined in.,174
a01-128u-03,ok,Mr. Powell devoted half his speech to giving,176
a01-128u-04,ok,details of plans for improving the hospital,172
a01-128u-05,err,"service, on which indeed the Government is",174
a01-128u-06,err,making progress. His basic defence of the,174
a01-128u-07,err,"Health Service cuts was that ""even after",176
a01-128u-08,ok,the proposed changes the net cost of the,173
a01-128u-09,ok,service to the Exchequer will have increased,175
a01-128u-10,ok,over three years by 20 per cent.,178
a01-132-00,err,"""That cannot continue without either",176
a01-132-01,ok,development being limited or an,176
a01-132-02,ok,"adjustment being made in financing.""",176
a01-132-03,ok,The Government decided to adjust,176
a01-132-04,ok,the financing - which Mr. Powell,176
a01-132-05,ok,claimed was underpinning - not,176
a01-132-06,ok,undermining - the service. Answering the,176
a01-132-07,ok,"attack on ""economic charges"" for welfare",176
a01-132-08,ok,"foods, Mr. Powell said that all these",176
a01-132-09,ok,foods would still be free in families,176
a01-132-10,ok,receiving regular National Assistance,176
a01-132-11,err,grants.,176
a01-132u-00,ok,"""That cannot continue without either development",175
a01-132u-01,ok,being limited or an adjustment being made,179
a01-132u-02,ok,"in financing."" The Government decided to",178
a01-132u-03,ok,adjust the financing - which Mr. Powell,177
a01-132u-04,ok,claimed was underpinning - not undermining -,175
a01-132u-05,ok,the service. Answering the attack on,175
a01-132u-06,ok,"""economic charges"" for welfare foods, Mr.",172
a01-132u-07,ok,Powell said that all these foods would,175
a01-132u-08,ok,still be free in families receiving regular,176
a01-132u-09,ok,National Assistance grants.,174
a01-132x-00,ok,"""That cannot continue without either development",171
a01-132x-01,ok,being limited or an adjustment being made,170
a01-132x-02,ok,"in financing."" The Government decided to adjust",171
a01-132x-03,ok,the financing - which Mr. Powell claimed was,173
a01-132x-04,ok,underpinning - not undermining - the service.,165
a01-132x-05,ok,"Answering the attack on ""economic charges""",164
a01-132x-06,ok,"for welfare, Mr. Powell said that all these",171
a01-132x-07,ok,foods would still be free in families receiving,173
a01-132x-08,ok,regular National Assistance grants.,166
a02-000-00,ok,"MR. Macmillan has picked a strong ""brains trust""",190
a02-000-01,ok,team to negotiate terms for joining the Common Market.,188
a02-000-02,ok,And he has abandoned plans to visit President de,189
a02-000-03,ok,Gaulle this month to smooth the way. General,190
a02-000-04,ok,de Gaulle's official welcome last week,181
a02-000-05,ok,to Britain's moves towards the Six was,180
a02-000-06,ok,"taken as a friendly gesture in Whitehall,",185
a02-000-07,ok,but no more than that.,188
a02-004-00,ok,So the idea of personal mission by,185
a02-004-01,ok,the Prime Minister to Paris was dropped,183
a02-004-02,ok,Instead Mr. Macmillan will rely on a,182
a02-004-03,ok,hand-picked team under the leadership of,177
a02-004-04,err,"Sir Pierson Dixon, Britain's Ambassador to",177
a02-004-05,ok,"France, to back Mr. Edward Heath, Lord",180
a02-004-06,ok,"Privy Seal, who is charged with the conduct",179
a02-004-07,ok,of negotiations with the Six. At the same,175
a02-004-08,ok,time the Prime Minister has offered,173
a02-004-09,err,Commonwealth Governments every facility possible to,179
a02-004-10,ok,safeguard their interests,179
a02-008-00,ok,"Seven Commonwealth countries have told Mr. Sandys,",182
a02-008-01,ok,"Commonwealth Relations Secretary, that they wish to be kept",182
a02-008-02,ok,"in touch in London. Three of them - Canada, Australia,",183
a02-008-03,ok,New Zealand - will have strong delegations at an opening,180
a02-008-04,ok,meeting in London on Monday. Once the Common,177
a02-008-05,ok,Market's Council of Ministers draws up the procedure,175
a02-008-06,err,"for negotiations in a fortnight's time, these Commonwealth",179
a02-008-07,ok,countries can arrange for observers to advise the British,181
a02-008-08,ok,negotiating team.,170
a02-012-00,ok,The team is composed of experienced,179
a02-012-01,ok,negotiators in several fields. Sir Pier-,180
a02-012-02,ok,son Dixon has a wide reputation as,177
a02-012-03,ok,a skilful backstage negotiator since,171
a02-012-04,ok,his days as Britain's chief UN dele-,172
a02-012-05,ok,gate. Second in command is Mr.,174
a02-012-06,err,"Eric Roll, 53-year-old Deputy Secre-",176
a02-012-07,ok,"tary at the Ministry of Agriculture,",172
a02-012-08,ok,"Food, and Fisheries. The Foreign Office",172
a02-012-09,ok,is represented by Sir Roderick Barclay,175
a02-017-00,ok,Other leading members are: Sir Henry Lintott from,191
a02-017-01,ok,"the Commonwealth Relations Office, Sir William",191
a02-017-02,ok,"Corell-Barnes (Colonial Office), Mr. G. R. Bell",191
a02-017-03,err,"(Treasury), and Mr. G. H. Andrew (Board of Trade).",187
a02-017-04,ok,They will accompany Mr. Heath next month when,187
a02-017-05,ok,"he goes to Brussels, headquarters of the Common",187
a02-017-06,ok,"Market Commission, or wherever the Six decide",187
a02-017-07,ok,negotiations should be held.,187
a02-020-00,ok,Some of the problems were reviewed yesterday at a,188
a02-020-01,ok,"meeting in Paris between M. Couve de Murville, French",189
a02-020-02,ok,"Foreign Minister, and Mr. Heath. MR. Selwyn Lloyd -",187
a02-020-03,ok,a man with troubles enough back home - seems,189
a02-020-04,ok,fated to fly into trouble abroad. Last year it was,189
a02-020-05,ok,"the riots in Istanbul, which enlivened the NATO",188
a02-020-06,ok,Council meeting.,184
a02-024-00,ok,Now we have the strikes and demonstrations in,190
a02-024-01,err,Ghana coinciding with the meeting of the Com-,191
a02-024-02,ok,monwealth Economic Consultative Council - the,189
a02-024-03,ok,first to be held in Africa. Only a few hours af-,191
a02-024-04,ok,ter Mr Lloyd and his 24-strong delegation landed,189
a02-024-05,ok,"at Accra this morning, hundreds of shop assistants",187
a02-024-06,ok,demonstrated outside the British-owned Kingsway,187
a02-024-07,ok,"Stores, the largest in town.",187
a02-027-00,ok,The stores had been hit by the same strike wave,189
a02-027-01,ok,that has paralysed the port of Takoradi for the past,189
a02-027-02,ok,"week. Root of the discontent: The austerity Budget,",188
a02-027-03,ok,including a compulsory savings scheme which the,186
a02-027-04,ok,Ghana Government introduced in July. Ghana's strong,184
a02-027-05,ok,"man is not here to face the storm. President Nkrumah,",185
a02-027-06,ok,having made his contribution to the neutrals' conference,186
a02-027-07,ok,"in Belgrade, has resumed his holiday on the Black",185
a02-027-08,ok,Sea and no one here professes to know when he,184
a02-027-09,ok,will return.,183
a02-032-00,ok,But in his absence his chief lieutenants have,188
a02-032-01,ok,not let him down. The strong arm of authority has,189
a02-032-02,ok,been raised against the strikers and is now beginning,189
a02-032-03,ok,"to tell. Today's Ghanaian Times (motto: ""The welfare",190
a02-032-04,ok,"of the people is the supreme law"") reports: ""The",189
a02-032-05,ok,Government has been urged to take immediate ac-,185
a02-032-06,ok,"tion to deal ruthlessly with the strikers.""",187
a02-037-00,ok,The urge came from a conference of activists of,165
a02-037-01,ok,"Nkrumah's Convention Party ""after powerful addresses",163
a02-037-02,ok,"by Comrades Krobo Edusei, Tawia Adamafio,"" and",163
a02-037-03,ok,others. Strong deeds followed strong words. In Takoradi,163
a02-037-04,err,"a ""limited state of emergency"" was declared, giving",161
a02-037-05,ok,the Government adequate power to maintain all,161
a02-037-06,ok,essential services and ensure food supplies. Thus it,160
a02-037-07,ok,becomes an offence punishable with imprisonment,159
a02-037-08,ok,"for anyone who ""publishes a report likely to cause",160
a02-037-09,err,"alarm or prejudicial to public safety.""",159
a02-042-00,err,And up to ten years' imprisonment can be imposed,163
a02-042-01,ok,on anyone convicted of sabotage. These stern measures,164
a02-042-02,ok,had the desired effect today at Kumasi where the,163
a02-042-03,err,"strikers gave in, but in Takoradi, the chief storm centre,",163
a02-042-04,err,"they are still holding out despite the presence of 1,400",162
a02-042-05,ok,police and 16 armoured cars. And how did the,160
a02-042-06,ok,Government react when the strikers demonstrated in,159
a02-042-07,ok,Accra?,158
a02-046-00,err,"At 9.40 Mr. Edusei, Minister of Transport and pro-",189
a02-046-01,ok,"bably the toughest man in Mr. Nkrumah's team,",189
a02-046-02,ok,drove up to the Kingsway Stores and faced the,189
