Image,Transcription,Length
071_018_003_04_22,"assistance on such an occasion , unless when he had a",53
071_018_003_04_23,"special ground of justification  ( See Fit :   [ Justifications ]  )  ,",71
071_018_003_04_24,if his forbearance proceed from any other motive than,53
071_021_002_03_01,Simple  <gap/>  Corporal Injuries,33
071_021_002_04_01,constitute some degree of excuse extenuation.,45
071_021_002_04_02,2. It matters not whether the Mis-supposal in this case,55
071_021_002_04_04,regards the matter of fact or the matter of law. It regards,59
071_021_002_04_05,the matter of fact where you suppose some damage to,51
071_021_002_04_06,"have been done you by your adversary, whereas in fact",53
071_021_002_04_07,he has done you no such damage. It regards the mat=,51
071_021_002_04_08,":ter of law, where you suppose him to have no right",51
071_021_002_04_09,"to do you such damage, whereas in truth he had a",48
071_021_002_04_11,right. See Excuse II. Ignorance of the Law.,43
071_021_002_04_12,[(B1 Injury] It matters not to whom the injury in ques=,55
071_021_002_04_13,"=tion immediately relates, whether",34
071_021_002_04_14,1. To the party himself who is provoked.,40
071_021_002_04_15,2. To any one who is particularly dear to him.,46
071_021_002_04_16,3. To the Public: For the interests of the Public ought,55
071_021_002_04_17,to be dear to every man.,24
071_021_002_04_18,4. Even to the party himself by whom the provocation is,55
071_021_002_04_19,given: for every man ought to be dear to every man.,51
071_021_002_04_20,Accordingly if you think you observe any person giving,54
071_021_002_04_21,"into any kind of vice, and, from the pain which it gives",56
071_021_002_04_22,"you to think of his behaviour, are provoked to strike",53
071_021_002_04_23,"him, it is a less offence than if you struck him in the",55
071_022_003_03_02,Simple Of <gap/> Extenuations.,30
071_022_003_04_01,employed; nor shall it be considered whether a person revolving,63
071_022_003_04_02,the circumstances at his leisure could or could not have,56
071_022_003_04_03,thought of a cheaper means of repelling the attack but whether,62
071_022_003_04_04,any such cheaper means did actually occur to the party at,57
071_022_003_04_07,[(A) Les mischief] As if a man were suddenly to assault,55
071_022_003_04_08,You with a stick at a time that a stout stick and an iron,57
071_022_003_04_09,bar of the same size were both lying within your reach:,55
071_022_003_04_10,where upon snatching up the iron bar you strike him in,54
071_022_003_04_11,such a manner as to give him dangerous bruise or kill,53
071_022_003_04_12,him. In such case unless it appears that you deliberately took,62
071_022_003_04_13,up the iron bar in preference to the stick intending there=,59
071_022_003_04_14,":with to kill him or hurt him more than was necessary, it",57
071_022_003_04_15,shall still be accounted justifiable self-defence,49
071_022_003_04_16,[(B) Uncertain efficacy] As if in the case just mentioned it hap=,65
071_022_003_04_17,:pened that you were much weaker than the assailant; inso=,58
071_022_003_04_18,:much that it would have been doubtful whether with the less,60
071_022_003_04_19,"powerful weapon of the two, you could have effectually defend=",62
071_030_001_03_01,Of Irreparable Personal Injuries,32
071_030_001_04_02,Irreparable Personal Injuries are either 1. Irre=,49
071_030_001_04_03,:parable Disfigurement: 2. Irreparable Disablement: or 3.,57
071_030_001_04_06,Under Disfigurement is comprised Discolourment.,47
071_030_001_04_08,Irreparable Disfigurement is where in the shape or colour,57
071_030_001_04_09,of a man's person any unalterable change is produced,52
071_030_001_04_11,the effect of which is to render his aspect less agreeable.,59
071_030_001_04_14,"[A Shape] As if his nose or ears or lips be split, or",53
071_030_001_04_15,a deep scar be made in any part of his body: so as,50
071_030_001_04_17,upon healing to leave a hollow or protuberance.,47
071_030_001_04_19,[(B) Colour] As if a slight scar be made on any part,52
071_030_001_04_20,so as to leave neither hollow nor protuberance:,47
071_030_001_04_21,of his body; or any part of his body be marked with,51
071_030_001_04_26,Irreparable Disablement may either be compleat,46
071_030_001_04_28,or incompleat:  it is compleat where a man is deprived,54
071_030_001_04_30,of the use of a member altogether: incompleat when he,53
071_030_001_04_31,is deprived of the use of it in part.,37
071_032_001_03_01,Of Irreparable Personal Injuries .,34
071_032_001_04_03,[  ( B )  Concerned ]  See Tit :  of Associates in Delinquency .,64
071_032_001_04_04,Instructions to the Judge .,27
071_032_001_04_07,[  ( C )  Intention ]  There are several circumstances that,59
071_032_001_04_08,may make it appear plainly that there was a fixed and,53
071_032_001_04_09,full intention of producing the very mischief eventually,56
071_032_001_04_10,produced . As if the party injured were at the time of,54
071_032_001_04_11,the injury incapable of making resistance insomuch that,55
071_032_001_04_12,the offender committed the injury at his leisure .,50
071_032_001_04_14,"Or , if the circumstances of the party injured were",51
071_032_001_04_15,such as gave him an interest which no other injury,50
071_032_001_04_16,but that which eventually took place would accomplish :,55
071_032_001_04_17,as if the man disabled or mutilated were one to whom,52
071_032_001_04_18,on failure of issue the offender stood next in succession,57
071_032_001_04_19,with respect to an Estate ; and the organs extirpated or,56
071_032_001_04_20,disabled were any of the parts necessary to generation :,56
071_032_002_03_01,Of Irreparable Personal Injuries,32
071_032_002_04_01,or as if an artist cut off the hand or put out the eyes of a,60
071_032_002_04_02,rival Artist with whom he was at enmity .,41
071_032_002_04_04,Or if the Offender had been known to have threatned,51
071_032_002_04_05,the party injured he would serve him in that very man-,54
071_032_002_04_09,From circumstances such as these either singly or,49
071_032_002_04_10,"in conjunction , it may appear clearly that the mischief",56
071_032_002_04_11,that happened was the very mischief that was intended .,55
071_032_002_04_14,But in such cases as where the mischief was done by,51
071_032_002_04_15,"shooting at a distance , or by a wound given in a Scuf=",55
071_032_002_04_16,": fle , the event is by no means of itself a conclusive",55
071_032_002_04_17,evidence of the intention to produce it .,41
071_032_002_04_19,[  ( D )  Retaliation ]  1 . By Retaliation is here meant the,61
071_032_002_04_20,doing to the offender as nearly as may be the same mis=,55
071_032_002_04_21,-chief which he has done to the party injured .,47
071_032_002_04_23,2 . This will generally be by causing him to suf=,49
071_032_002_04_24,: fer in the same member ; but in some cases it will be,55
071_032_002_04_25,most exactly done by causing him to suffer in a diffe=,54
071_035_002_04_01,He may be set upon a stool of repentance in an open place,57
071_035_002_04_02,( with an inscription declaring his offence ),45
071_035_002_04_03,He may be screwed into a press and in that plight exhibited,59
071_035_002_04_04,in an open place . See Title of Corporal Punishment  _,54
071_035_002_05_01,Extortion in an officer is where a person in office being,57
071_035_002_05_02,bound to render a certain service to another in a certain occasion,66
071_035_002_05_03,"in virtue of his office , gives the party to understand that he",63
071_035_002_05_04,will not perform such service unless such a fee be given him,60
071_035_002_05_05,as he knows is not lawful for him to take and receives such,59
071_035_002_05_08,What an officer takes in virtue or by colour of his office,58
071_035_002_05_09,be it money or moneys worth is called a Fee .,45
071_035_002_06_01,From p . 10 positive,20
071_035_002_06_02,[  ( D )  Due ]  A lawful fee is where the quantum of it is Setled by Law,73
071_035_002_06_03,is what is appointed by the Law .,33
071_035_002_06_04,"Where the quantum is not settled by Law , what is most",54
071_035_002_06_05,conformable to office the usage of the office .,47
071_035_002_06_06,"Where the quantum is not determinable by custom , for",53
071_035_002_06_07,"instance where the service is of a new kind , what the skill and",64
071_035_002_06_09,trouble of the officer appears to be fairly worth :  in the opinion,67
071_035_002_06_10,of the Judge before whom the prosecution for extortion,54
071_035_003_04_02,The value of a new service occur ing in an old office is to be,62
071_035_003_04_03,estimated from its similarity to the old services . As the fee,62
071_035_003_04_04,which is annext to that one of the old services which comes nearest,67
071_035_003_04_05,"to the new one is to the service it belongs to , so let the fee for the",71
071_035_003_04_06,new service be to such new services .,37
071_035_003_05_01,The Fees for offices and all services incident to these offices,63
071_035_003_05_02,ought every where to be adjusted by the legislator . Where this,63
071_035_003_05_03,is not done the extortion is not more to be imputed to the ra=,62
071_035_003_05_04,=pacity of the officer than to the negligence of the Legislator .,65
071_035_003_05_05,In as far as a Legislator authorizes an officer to take,55
071_035_003_05_06,"more money for his service than it is worth , or makes more",59
071_035_003_05_07,such services necessary  ( to the validity of a transaction )  than,67
071_035_003_05_08,the end requires he lays on a Tax .,35
071_035_003_06_01,An officer is to be deemed to have given the party,50
071_035_003_06_02,to understand that he will not do the service unless the,56
071_035_003_06_03,fee be given him if he do but demand it .,41
071_035_003_06_04,So if he do but accept it when offered,38
071_035_003_07_01,"Where there is no service to be done for the fee , or where",59
071_035_003_07_02,the service is already performed and the party injured is,57
071_036_001_04_01,has a right to have his business expedited first,48
071_036_001_04_02,3 . Where it is given in order that the expedition may result,61
071_036_001_04_03,from the extraordinary diligence of the officer,47
071_036_001_04_04,But this does not make it unlawful for an officer to,52
071_036_001_04_05,take expedition money for diligence employed out of the office,62
071_036_001_04_06,"hours , provided that all due diligence be employed in office hours",67
071_036_001_04_07,The Punishment for extortion in an officer may be as,52
071_036_001_04_09,For the first Offence and any subsequent offence he may,55
071_036_001_04_10,be punished in the same manner as any other man,47
071_036_001_04_11,For the second or any subsequent offence he may be,50
071_036_001_04_12,punished besides by the forfieture of his office,48
071_042_001_04_01,A servant ought to behave with the same humility,48
071_042_001_04_02,and deference to every gentleman as to his own mas=,51
071_042_001_04_03,"=ter , in every thing that is not incompetable with",51
071_042_001_04_04,his duty to his master .,24
071_042_001_04_05,If a menial servant or day labourer behave in an,48
071_042_001_04_06,affrontive manner to a gentleman the gentleman,46
